Refractive Indices,Thicknesses
"1.9016015089312372,1.4317078677505781,1.788706391836048,1.5390923131691925","481.1926071256586,248.4071131903122,475.98410051848447,451.00866655071366"
"2.0108969329482127,1.333297551128897,1.5434733910322302,1.1558277200535105","282.282734563349,184.8686622902128,335.08399653245635,286.2631828716709"
"1.6478400451917454,2.213439287571813,2.4607618403916494,2.004668941629607","188.3075639444392,477.8499998132823,355.9365045834875,393.5994378223506"
"1.4145353494210595,1.9619591984256506,1.3247361336341663,1.791982912321772","162.69526636859592,392.0651572775182,309.3379614445115,437.3570945427037"
"1.0767378256017421,2.491107873289575,1.2038766533518506,1.662925787702398","344.0174408271414,468.97050438453465,283.4249836260502,158.41127803005656"
"1.570784314429226,1.4293580013159217,1.9080405230414272,1.111186003590602","490.00915896076134,341.5718473916664,223.89237487237216,145.96243693187262"
"2.384172351745308,2.358369330414883,2.0495135943895173,1.8503083383409626","476.3822693135383,332.96690805840205,177.68069026007663,343.9784923446955"
"2.3261456331030654,1.398544942447168,2.0882839192911353,2.0658000706392765","451.06010608345184,121.37265171394667,277.60384442170584,275.7120610701279"
"2.016966875924927,1.9214318459663797,2.490422823401783,1.014529642177619","284.8077207415173,356.53615468998913,226.19954592301798,454.28598654650085"
"1.7256997906072256,1.626327971279452,2.450912052502727,1.056127461797578","186.87095126145044,438.98805254850953,213.0358252863793,374.0279504172381"
"1.8082832808053886,2.3379629837129454,1.5867471308642371,2.173168495594722","133.18472277379402,341.36468721149447,439.5532849300273,142.34169762193778"
"1.1102200985209159,1.051062946310186,1.337260679823938,2.1915176421620375","443.1043307100504,357.9572783366819,263.15644119835105,254.66819526254656"
"2.1340478367552733,2.2417656405669906,2.371908673867387,1.7838286401768146","243.1260430183305,127.84419141234827,295.2917871741694,348.36829834292894"
"1.7293059056790672,2.0158429445249526,2.4067824369550697,1.5691213393154255","356.3651191284109,416.86552513372595,138.01765806048417,240.4276765372879"
"1.8797697240477091,1.4178635977326395,1.912194700891687,1.6754957666891808","248.0335795369556,133.24132417600788,261.885446634275,399.9751666255287"
"2.093174645037724,2.4648616893578588,2.3814668192815818,1.5123197950413145","482.5628655566931,456.4645004207138,300.3247735525335,178.08801109173854"
"1.4124302764783754,2.0949177559032996,1.2898878201818864,1.623001030995313","405.2237253903183,255.533142995227,484.1616760387463,497.3577193440766"
"2.4909278840698508,2.2391556862594983,2.0053050719362076,1.4995195106439323","440.037625178946,436.54377078737986,349.13895459380325,283.53173473826945"
"2.113328425471537,1.0142567496846109,1.3421170565176563,1.807777141336711","414.673135864448,253.6393791244969,111.33404251491311,381.83271285215017"
"2.275128304569587,2.0689977158813857,1.0261181325375512,1.5730858181793461","158.30258470301462,266.8378676252455,312.2943384655829,387.07199859545176"
"2.1789558586680675,2.081770586675572,1.3978437851318148,1.9578418718002393","287.6051012170053,304.2116387985274,476.04094365450294,199.6124865404533"
"1.9281716040371752,2.481057488869224,2.276309927037347,1.2038173790955407","125.47775490133245,261.73856556893384,288.5348772171657,402.96962869184046"
"1.5791616089949858,2.0801377948292377,1.394379477447597,1.4041325091155283","434.1018018077847,249.10929460990286,279.8442026354035,251.6054075766485"
"1.0589473430812895,1.0968805885222297,2.3483656382529117,2.3539273631813","441.4270241553355,408.9778993905529,278.07434215272605,168.69619387549625"
"2.2555267314212886,1.505441262510067,2.34859825247114,1.007646809824184","338.13110929532274,431.8047478722852,234.2359081921083,118.61553242908491"
"2.389008418523345,1.5049777106943047,2.30612976381349,1.7734979697001054","379.1242600387404,387.89394393598104,177.4974403902919,248.57432516739175"
"2.21689414331416,2.493519981975987,2.3173737350972776,1.8610930333987787","285.6006536454521,136.99085071914357,168.32913289543296,224.94035182555535"
"2.3701625247366405,2.3674685754850153,1.4133729219822018,1.5353167589248446","419.2283589855906,421.15159432969415,143.48989927167906,491.4453336164128"
"1.2192658839241213,2.4274060694544515,1.231671711417141,2.2731441051544574","212.23991695962286,196.51272611649145,217.80303366940407,478.0035769355742"
"2.2945857501349773,1.0302603336313523,2.150866224206707,1.6744060138168637","353.9013775882962,203.64535146752263,248.95477172432402,392.5028817009851"
"2.476473479583183,1.378511382689108,2.3710320451220537,1.1062266029617305","177.7846972387557,170.4211847855939,439.9389958335683,177.42932864201086"
"2.4647319906439327,2.126564329478313,2.083457670502609,1.0909737934733958","169.87569725839677,185.9362550301277,285.74645229139776,479.9788268792567"
"1.9974338740530426,2.292794777574712,1.3693228135897995,2.2117670109356484","395.5413296282185,145.6339321427535,277.5531308192444,181.0264292417657"
"2.2014029653996117,1.9029255622233945,1.792157316621242,2.2729398105962915","395.2226899185937,332.0983882352446,394.0151855968682,207.92680900510345"
"1.8285282427609526,1.611493646454868,2.370906394346597,2.2214408140919835","116.10748196051625,295.08056758620063,497.1266245785673,217.3881408859833"
"1.6964043955751416,2.1532158138897386,1.8074224904985094,1.6258311293310497","437.61095219856713,299.49935037887553,430.48455164952765,285.8434471219492"
"1.8901039200505576,2.4741534375530825,1.7950740635474673,2.3811978913223895","414.4315800844001,280.11980709954776,361.228120191076,339.1313171056922"
"1.8833836807417166,2.126339202455482,2.1977817768197743,1.4164664481443825","122.1782695154927,329.27536740818255,112.56742454972719,286.3369163418648"
"2.4944427491389014,1.4534673134326697,1.9113297124748814,1.1720637083285073","108.48415404897618,209.74130038010293,408.1681838827278,479.93075042863217"
"2.01560905037333,1.9524470805552447,1.5224999135070205,1.832502712392591","447.6453382440887,486.4227569336855,304.5784168201871,162.81069367941046"
"2.0262275238833816,2.356564754919451,2.2194754299766366,1.255624851739353","152.24970949548685,369.9882930212319,454.15837989432316,138.56772657527276"
"1.700577288841788,2.189311846971288,1.0612115304787753,2.164806677914663","127.68019990063802,366.8095692049249,270.61864765864584,156.47102435408584"
"2.3837343862181815,1.9976729531965722,1.881616498623519,1.3469335640232605","444.69246047730184,247.2649391896954,488.2127060251881,442.98256391879966"
"1.4771371291786093,2.358658518406818,1.891423766715899,2.0278295866671483","486.7984747654771,134.00598877687972,220.54610037702247,355.89280534025926"
"1.0625588637912522,1.5966081177727862,1.542190247056775,1.076755638936098","380.46754525485574,192.53070233516115,491.9076985678323,254.5904556746304"
"1.480152759158462,2.195401717407797,2.272273842004791,1.5526320768525697","259.6223219332602,304.26446199371276,129.2676568643286,441.87119833755173"
"2.4883752078123056,1.4726714807638355,1.4663322450765417,2.1054258340803362","481.9743988636576,439.233691048152,102.82378054362206,409.2131148136785"
"1.7131115544221673,2.381285082294217,1.885725762020967,1.9108529414138107","493.5665644420919,250.61804332448978,355.78790797028375,254.4368087841843"
"1.2708221300930398,2.0591774063257913,1.5663958559688325,1.0104248961160907","257.230563161869,410.27360356079316,417.97084783317115,310.80675085587893"
"1.6067077548074662,2.4459845714693422,1.1886883571683606,1.019216019414968","200.61153304570206,434.9770653136728,218.54413955874423,153.1250313518055"
"1.4004652670542386,2.134038170592971,1.8650928238080007,1.8539113350367384","203.63492787710754,436.67719600461436,101.5942726508135,155.0504718288662"
"2.074863216116783,1.6347112006052504,1.92714067694499,1.9913324016412597","173.2770534061852,414.71299642265865,228.89617330839562,442.5034453054788"
"2.0929775631142697,2.1839178086109823,1.6776753941274887,1.1449801334452514","482.4769919076855,454.11766451609407,489.57772312966847,220.25294159951312"
"1.642196264971405,1.5954517949703286,1.4455334492226275,1.5033037879354367","407.5907771498774,310.8206018883933,197.1794013396798,402.15116490965926"
"1.4167356242179119,2.0230724357655223,1.6902110674541608,1.3728726824181718","348.55339406696197,285.97236379588827,244.64736550749328,180.85610528689062"
"2.4293912221282605,1.5161633429644694,2.4584208901778113,1.3833123962252412","433.4338082427289,116.55835523715581,271.6247225631894,437.60456427178366"
"1.9867427873230612,1.8543127327965119,2.2489617954480647,1.9419201395320547","178.45583186171385,200.3901914806649,296.79821634292756,289.2043454565733"
"1.1620604531879075,1.7662258021995618,1.3088064937235422,1.4830887269961357","299.8377013032348,461.49281406223895,454.72354361592255,205.68315453478135"
"1.2149937798666128,1.8027941441834066,1.9722312487373217,2.35390485069082","106.71779332330411,392.2332397785789,364.21918799931245,387.4143520023849"
"1.9462557135244292,1.103847721574202,1.8742977435731278,1.7472708816607845","185.49273122152906,439.4752588599241,264.3646637992528,319.67595335240503"
"2.28541933425529,2.2358040543592876,2.3523921758232245,2.3071400946839837","497.6211328001342,321.5588980782195,203.85434408695994,374.5438574012723"
"2.3562837926411824,1.7157176092497357,2.0241996415811196,2.4123999603604567","402.14392389683746,214.26496422549792,346.1947685027842,226.6523344605423"
"1.4863330468429368,1.5372434030420101,2.3383619119209915,2.0208440778324244","282.6556374334591,373.2801812758656,167.19370097643002,251.69322036193242"
"1.295733933345732,1.408112659300532,1.5860260222130307,1.5089544721444483","281.9741262229755,497.64721282186133,296.76300580648467,365.1101524695315"
"2.3793280358421853,1.073749842699151,2.2086860826459502,1.6603912203987727","290.6552442861108,178.84099303437102,111.80221133361408,337.45183170207383"
"2.223114897647168,1.1876171317211164,2.2031872594615116,1.8784691296655796","219.21873746992867,151.01246406508238,427.2448436613458,169.6048448737251"
"1.9701922789804103,1.9510249348044375,2.4321077374646287,2.4720746977145316","170.99283866689933,301.1649839483481,269.42218456296746,322.5044283062018"
"1.5102372650208626,2.1430633879551104,1.0706627503377564,2.0631077833294555","462.1229390778323,119.33356276373503,273.1379008564729,255.46741878965423"
"2.250056867338425,1.7374007841263273,1.7468544680080316,1.3436096069464616","323.88353895107844,342.5849309054536,137.307121707442,423.7609443615423"
"1.6367654860128664,2.2227489504135316,1.0501284716010524,2.387103566389985","458.32437048641196,208.95614370460862,400.96875296491606,457.5233168182478"
"2.4693330006328065,2.4561549360157,1.985890121785401,1.357695000883075","128.32733303474703,293.3730564448106,192.14773171018615,295.8169026259181"
"2.124591900575038,2.3954025049832346,2.3601269015518254,1.1114006722091232","142.97278830449903,143.13565894123417,308.7157212283961,297.90673565513544"
"1.7873913921265312,1.4318420075047555,2.245953427707274,1.4796836417437402","273.8385257261757,161.70085669116702,445.70530788553043,120.92921818731298"
"1.2374014478892885,1.6140398516979044,2.364832028245647,1.6020628545355204","496.69610872994883,411.26307481492915,247.88670796977706,222.06276789649704"
"1.686843098257584,1.9746456602194846,2.054847889644758,1.9852558964629468","249.18781253931934,217.11422089845178,380.1419534859046,146.19297864304855"
"1.5704121709812011,1.9391270406688532,2.0855356628125277,1.9094738533062698","444.3754803207853,185.18676442924632,333.7368202046223,472.7362062343333"
"2.26881283259449,1.1173569303440407,1.9460327635768322,1.0675735187064626","263.95022232468875,450.34698637995143,371.6211215775804,165.24251113540674"
"1.9777887695579455,1.8751552075264128,1.6923873427828997,2.305463216245669","357.6861030514715,152.00270734190912,341.1964008825294,313.1953866603772"
"2.240986741283435,1.7373662305615236,2.4371429662375745,1.856447720439389","241.31350311927838,206.7459126457332,372.2302096257148,232.63356524296773"
"1.0983768175848398,1.2081472426086517,1.146552184935906,1.4421613713565051","158.9817155048238,387.8077859545152,218.74131712178792,276.1798275079028"
"2.45334723428235,2.461589150720883,1.3990912789531103,2.266103053467761","141.97222391641034,416.2740793238352,125.77399524105628,198.55131439945052"
"2.237651044609001,1.6824096614217368,1.421358181225842,1.082244470375612","439.2464262832993,219.42297830254597,184.24144819059774,440.8650114107795"
"1.02391798488421,2.413236666050109,1.1452873119471056,1.8756559579315104","169.76821452604352,108.20083217851075,160.79915140346324,191.85003734066655"
"1.2164048150682312,1.8606881306558845,1.308790881098388,1.982430499983472","144.2401253606282,354.6175169267354,440.95643231798175,158.93692735517425"
"1.8064944432644539,1.8633064612885475,2.068123626728403,1.7788492672157257","461.7201756758108,131.5662632110906,173.20070341582277,477.19030113920724"
"1.678852591037898,1.6395940470494275,1.8123565804766129,2.2930910722018396","229.97128949055804,109.65918513205418,277.04642514289367,455.0809537719698"
"1.5332765360037068,1.44325009641581,2.1259706200389545,2.3433517547333045","308.42550935189075,417.51781343979695,283.84704465665163,148.92408439746387"
"2.35001469670871,2.076373085954742,1.1347443980918572,1.2744308881003898","490.4720315353914,440.1114297037511,148.62462305123043,101.12561242442703"
"2.1769212512964993,1.9512320751937489,1.8429222943901222,1.207792880693945","206.72564602011857,424.1605008294574,315.94268560071623,420.66803470081464"
"2.2685743609247613,1.6657768202051775,2.4306340416303964,2.4848705068300334","175.00917839869606,337.67314787028164,172.74583757891855,297.0992401228227"
"2.1238709196167225,2.07410154587471,1.5388184075488185,1.1829182372901594","227.94021743941107,175.12346807248048,432.0675104316465,497.7131215275521"
"2.4755505141123035,1.944209164513378,2.1691766462969353,1.7302129858436865","379.94275068364345,194.89682513006525,480.96968462760475,309.11253336887955"
"1.4184550904091335,1.9861328019573106,1.1776401977134445,1.51584334782576","231.89799252626324,351.0030994346895,164.7861722409139,173.00748366120948"
"2.1617701251003796,1.7232034470563988,1.0290697249193024,1.944982764113193","297.15884760230966,264.18127389872177,153.0372782629821,242.40016353077726"
"1.4374181923869571,1.821183085785651,2.083726286580821,2.2440802011071135","402.27974080172123,167.2288488476457,355.97989905565294,383.07927047539295"
"1.7609061665452201,2.4045527189821705,1.803100295781238,1.9453526503021417","416.28688561118383,239.84781699726418,181.76108033096898,287.2651011944555"
"1.138535398489154,2.3671459674937685,1.9281716794334476,2.0117054610116325","117.60106288405186,399.5713333106642,256.86210964791786,443.8146145967735"
"2.05942628815433,1.0474242194613375,2.1192840479464743,2.162669339070577","142.9913721375067,413.1383917362621,499.2907629898374,215.86598968819317"
"1.076075683622503,2.0375301049546577,1.328680173537346,1.0176595165705766","374.12101245397787,122.05949527857803,133.8655504581776,153.59780542790674"
"1.8455646836081743,1.2504223464476993,1.7355866562956808,1.1388813661585313","268.6674165122523,317.52162565007825,301.6431206831011,436.41789085735763"
"1.7886656215559213,2.4840831335660676,1.6919769790416184,1.318709371231669","149.58267662659472,358.18306819524554,473.22875961495606,463.8827281982206"
"1.866365370816602,1.3144670336112898,1.0862229388758624,1.4811190135243049","328.117680083732,123.82438644848044,266.6537400493967,499.8855737381309"
"1.655149139047466,2.0962044249382292,1.957295873201761,1.0711168017494184","242.26659557795745,178.19459701962444,471.9286773320167,100.11506733102698"
"1.8570876458576748,2.0403029960780357,1.2015814206698785,2.313557119147821","105.22032430236959,390.22376516908975,302.22367560948794,491.03774259065244"
"1.8968251393931492,2.0927180122872673,1.401311173385833,1.9884988916730915","392.90704899324476,218.87181612036642,296.90404500254954,363.3890600986107"
"1.4843395295402326,1.9522184343035662,2.2470622020522635,1.278779016435532","212.4799870397468,316.33745329578016,469.6599256187285,372.9351565621275"
"1.8402637201143812,2.441061014454279,1.1972138176222147,1.4385753369647412","143.20346598141734,138.46125193960486,337.9822605358454,165.99320780065977"
"1.438201010258311,1.3158129194812633,1.9688301569946658,1.795315724601822","391.7536682597953,475.9042270302035,447.1514734791306,384.82767318323596"
"1.565447694826763,1.6367729139159666,1.5410846491049994,1.009117873232521","304.6796584258004,150.53992546772741,227.71664041452024,139.3258565464321"
"1.7797573270309126,1.1536741585319774,2.0484424725509705,1.2809853963570754","215.55949034684846,489.2591790975698,398.0256306416602,461.10555328902814"
"1.1134364097953753,2.379913244109845,1.1272890471154922,2.080758920171448","380.01208148078763,333.0354674231751,361.4150753338004,455.7827943315482"
"1.7628912547750468,1.6595047397748288,1.5132873079494147,1.8093715664355383","157.48149617412645,162.1386978756345,217.29158736229425,327.22987337374656"
"1.5024493112432944,1.8494706319733223,1.6308693819626372,2.138568835816808","389.3870727626107,478.4793686838571,443.1417033557639,379.4888197184454"
"1.1154233760497545,1.17183943265148,1.3355926832769658,2.283367786730693","443.1504648774163,146.94011569244736,310.4868895610831,225.9974907618128"
"1.5495330101750224,1.1116105896321027,1.4979330992192128,2.0655487804571093","245.2897280991698,377.2949634648046,189.96764978452063,391.73036455812667"
"1.7595473566341195,2.2081846398551703,1.3457501767314708,1.872541630580234","231.57560211691583,336.6693441335965,265.88745561642156,232.1124355154531"
"2.075070538540641,1.084693855055047,1.2440228374318265,1.5684810292987044","173.49558339271965,387.1431845142088,123.18832756642868,362.7072652922989"
"1.7259918046053502,1.0680108415797074,2.2226447377438636,1.9840222822518103","345.7530389864239,330.5104589770133,172.37173377076988,457.3718425855306"
"1.8189976211130712,1.310205299010644,1.4362828698451158,2.217962963972221","395.23942485909487,122.7088528652629,102.18153367304068,487.28717778955615"
"1.9579492750836094,1.1864439125623985,2.0602052787598524,1.6457326923260953","342.86941032432173,410.5031945028887,257.8000550916868,228.45542009630483"
"2.3692036825159346,2.454014294197594,2.242933701249723,1.0869422176405057","197.70268401517546,165.64860060174908,194.410774482511,478.5467137281612"
"2.07284816915873,1.753933562606033,1.6271761097810944,1.4986076340305479","384.1032634021303,408.4969490790902,253.88507203729915,476.9040948432768"
"1.2950780526455858,1.7022462331932595,1.2877727375265047,2.148588207727893","400.42304006669576,227.9023559334221,289.42766686292555,368.80719494504103"
"1.4020982638935922,1.3053694863564114,1.2472658078429388,1.3515389271055134","199.7229919955441,157.52900752680384,286.2609363756786,202.9968999291257"
"2.2384299833100014,1.0889538887814951,1.5558485665481354,1.8152857649758958","355.91310270905007,472.08876366620433,182.55693564789726,293.3034196953042"
"1.2202002233984266,1.4029450058321542,2.4382875865244684,2.05734725572833","131.77162987475805,378.55571379388266,485.33288734340687,373.7823618830635"
"1.3703751952065772,1.8049222480322236,1.0771190811821543,1.9016770633380182","322.3309566955161,177.41882747564358,427.63214363077896,124.70752721910516"
"1.1242520153155127,1.1153780353088931,1.0846067853800174,2.041081539784455","492.53595739953795,196.88315965609166,253.39710722049819,384.04197481412285"
"1.7499985065952885,2.013333036910229,1.8961875615869077,1.2107846708237693","121.94638123130454,141.6532576790829,327.71572583462796,412.4285821674754"
"1.7906216447282004,1.7837446531441077,1.89630049178629,2.235635667514213","153.52880190244863,485.41724551650196,162.26985799513733,453.52007258631903"
"1.3366087422007897,2.4543530916578735,1.9090679561945516,1.52580269735827","242.85509263512486,163.71222436283813,363.33013344092643,368.6884741511255"
"1.7504323820157976,1.4874808869588,1.3109696901252628,1.4153860334679962","171.1948959997248,350.1493899630162,111.3573395995953,496.50233230542375"
"1.0181243326619864,2.495752728328523,1.3286505116473941,1.2035660010175793","373.090365071691,377.5052381015461,237.4347339341356,216.84482760562406"
"1.5752737107230004,1.562443746067888,1.205393779654008,2.046665338877779","171.4819379264905,389.5895379696391,444.07799785086075,366.13223854567525"
"1.2584083973696967,2.383287149579356,1.968603957816271,2.0528560730908514","331.7948119688549,400.33882728740065,144.60561480695256,458.18279604703105"
"1.8437097535666163,1.6031323583260695,2.158145942841595,2.3311002792167494","269.42217757792224,195.67634887092584,295.15519896359217,311.8926190977751"
"2.2508519519859607,1.7767187492260454,1.756458880778422,1.9682683076112437","431.31194265543616,404.46195505601736,295.588579087207,290.00231429165376"
"1.9776119905567011,2.2870599293300424,1.844745285474696,1.879988542976165","482.8780224608763,144.17360605723434,118.33417130582421,264.9452326544833"
"1.5405846824159037,1.6432216448960004,1.9680256749619103,1.0933837915304938","139.3062179051317,266.0511397674361,197.08707619713613,146.20779999878928"
"1.1797167679366396,1.98807321747985,2.2095968837149167,1.6322133314023535","458.4645805671237,334.76120455435046,120.3179593798437,336.7442657872649"
"1.2338072633305535,1.8050467754968504,2.2979855440673886,1.4512814164780026","139.04628786878345,431.0652655209112,177.5937950026062,245.74849618495094"
"1.0078642225879584,2.162030362256655,1.5894332623977383,1.906513429168601","268.8014455143003,137.15657460472443,429.30828811571865,103.81535428234349"
"1.7479315688059436,2.0749938016704292,2.1410771702111253,2.1980054317126094","227.73035184958337,102.34300336842014,276.6813394228873,404.5248666778253"
"1.5837513243976713,1.5078735472080322,1.8687424301310793,2.339041328232396","299.85143498737074,118.64713283184597,214.54673455307721,436.02900402150266"
"2.0774103089945872,2.2741624114114467,1.5981018990605247,2.211219929531734","299.96323314889696,107.84945748742096,315.3700874368093,448.10218089972386"
"1.5003396030707714,1.8288811474891387,2.3565483539879617,2.026704518283851","244.13182313198806,244.54882168717913,313.0213544826429,435.9056312656726"
"1.433000120343411,2.4303427493172443,1.142468179349987,1.1730266339991813","310.28692758290026,168.55249427577138,421.2776251724434,338.1342660607261"
"2.1696676100654715,1.0367183574030445,2.291876175929619,1.2149244475835808","117.16768092139054,490.2814016937112,393.44134193591054,451.2205853351579"
"2.3494820049301,2.2997299900508157,1.8525779239636675,2.3476327052660997","116.50674592166656,424.4159238612423,459.3601333715048,456.65721374594756"
"1.1639208081643604,1.4377993920861674,1.2517460574039212,2.263200651886362","431.5330201554408,199.88601443025965,194.09155092909174,236.841897881928"
"2.0071127564329183,2.420643026763936,2.273277675432311,1.8856044621284505","418.6822274385925,311.2752620519632,481.6792539818304,306.3972255751387"
"1.862386832680154,2.3335111890394504,1.2729321455980434,1.4793245396325532","345.33511737944815,456.7241903244208,341.9615931284717,358.77417946215166"
"1.181409739614523,2.2605099478175963,2.32971730454487,2.4628401653181626","247.90861800873358,262.21709798557094,415.46438453929454,152.05154374879"
"1.2766982808098901,2.061621000155197,2.2432827261339643,2.4776383938625566","414.9179590602402,200.96023661976153,242.50961804987932,344.22467667695065"
"2.423994099469753,1.4953339565148915,2.4734744810693416,1.7776887696142916","297.65647864663833,475.60634025831126,197.43733500867626,238.78217337505933"
"1.2200085244824526,1.062320556174959,1.7389724298420877,1.521426082138667","231.8552952204879,401.2088555683289,341.0124905172864,184.78413296053984"
"1.2452606369887507,2.4381358315467865,2.0304401196984214,2.4807731934887958","103.17895914697726,201.7499959043898,112.08933414382454,184.54548229307935"
"2.1530556113553088,1.229645862723441,2.0791217615297914,1.1641035145166416","393.99142681334,426.2641422887948,368.62599948132424,472.7061310815908"
"2.22279868974902,2.2428926807929868,1.4655455734453846,1.6629116093932195","218.48169263500557,159.700654030837,291.046244142988,459.8703127027819"
"1.6987518911265442,2.385806449687215,1.3581372891974928,2.3733645135290624","484.2817887230048,375.6471022288666,483.49037366446714,227.98397523988888"
"1.6158605091602067,2.1669483558453315,2.180689516536855,2.0458994992786157","301.88038865229305,108.50956956017322,475.6741821770359,430.8962498594989"
"1.9223234252130184,2.472710984838063,2.0990146336101776,1.997225737424118","361.658127164464,473.821410804563,208.74901920854848,312.0020403569912"
"1.6246675621955329,2.176479342058628,2.468403031524778,1.1613624175128283","356.3359347484507,184.73390659446466,222.3632415179202,134.994620165774"
"1.287976880158225,1.6625595326330966,2.276135323870739,1.5586213928871087","135.19831489905624,452.3206295462303,120.01532145897511,204.43714989394658"
"1.9787244060248663,1.2417482010821108,1.171835997039993,1.0180451655838807","245.85655680628219,397.01047608483265,482.7056786489492,317.8600727938915"
"2.2487851871337834,1.4476298161157528,2.0486188897818582,1.6857722453487785","304.2839788859512,316.1164794356056,411.15002208379366,371.8711870975613"
"2.4045089053465394,1.3410673860299451,1.130779566776359,1.153416688224036","257.9925611271576,408.71366814118903,118.11599332250213,226.52454624260514"
"2.499049983826083,2.0984103286664277,1.7555035778902472,1.8368940260781035","129.0721649258548,452.8395247530229,430.8905228477577,277.47355487507014"
"1.8636524829782208,1.6549998411991074,2.333302177990384,1.7912777220501332","281.67101380311703,381.6143213483996,382.51935670804846,431.56316528694526"
"2.0175495962543386,1.4161979236115354,1.1740357959210614,1.0730463147722675","427.4142166213002,360.2300799539045,131.53009153840225,484.30277945654075"
"2.0110210337825354,1.7454561517916498,2.3211087938238264,1.941123191049251","352.74446834553214,346.5853517436375,107.41710307220794,479.4511350162262"
"1.711129677697397,1.6221575220539166,1.0393736731073222,1.5545693901484712","112.70171266225458,243.4415205936289,269.9027226333192,221.7772878897454"
"2.3829626082327087,1.6089562692043853,1.8141276068158623,1.2603773433981866","266.4246884019839,410.64283281384763,320.00049312635247,131.89982870687075"
"1.5613942053783538,2.42619885647887,1.0383602100550418,1.0774108601066876","464.3914466673107,147.34819398901934,110.34030388489566,102.03201805529103"
"1.464094861787725,1.8864223166995162,2.4802039901251804,2.135198019964515","147.0393705631298,307.3619448883352,416.69911520386944,487.8412273270627"
"1.0721918643989412,1.0296694395030366,1.9903260058174008,1.743459933868173","380.29765254848814,356.9809482844721,104.12072437038162,118.8516031946692"
"2.2162483293376463,2.037325399455092,1.1520095433385287,1.1783391684418008","157.49037765396366,107.51773400046685,109.18903261514936,126.81726731369687"
"1.621007187244473,1.8331703780435566,2.1436728111530083,1.634594581561677","364.20705333636045,203.01347244942895,268.9885959833515,203.95651481544797"
"1.1791892468127667,1.0270317121323163,1.6051528197199443,1.4855723713152322","128.0094289464765,161.72533991921296,154.01253011540152,432.5084120015116"
"2.4022699716791873,1.5107777471158719,1.0689099064756324,1.8732524163074542","118.60273452323015,245.960550099022,240.12319176326747,439.4093553722393"
"1.3870942431078612,2.069313469943148,1.62334726665836,2.0170077034896066","138.49626409824396,252.63599164620283,316.09360739996913,441.6627671388405"
"1.6666783350156371,2.471999418747657,1.5687159235946706,2.4451895069812077","350.35496463458696,201.20623646131853,325.06557347608145,177.90475678835617"
"1.7131601181654452,1.0634833020479129,1.6398272588215337,1.0919087370290226","281.65636009995865,479.29338244045425,116.37540550544884,467.4403337055146"
"2.2055959940352214,1.1515964183557603,2.412503485619324,2.4160690718496647","243.63486207643962,230.81919532725848,476.34847663727976,101.07297519815842"
"2.3792398704947564,1.2402404758612997,1.0412597278336913,2.2887299754922434","345.5292190213702,423.55102813415783,200.5313541902903,272.0220321250447"
"1.7920363336074867,1.2065443806268776,1.2860696222431967,1.5208558581922238","180.56010319311793,329.7897441857293,106.92172886952119,276.8526840170875"
"1.307341754060222,1.8654065614556534,1.2320528362748893,1.792155905335649","378.7784717709254,321.39009433626677,131.93080447417748,410.4290654256452"
"1.4337325761543624,1.8201094953161383,2.4064026068053215,1.0090224920857134","389.95871158857585,342.03680336266257,131.87806114347924,392.01309026622397"
"2.0728669613758255,2.217847436358957,1.1396972903420048,1.9866099674659972","391.98568616107764,189.38539985123344,462.75366987130093,165.88219639187693"
"1.4769936665366352,2.0380422844033395,2.395887036395572,1.3434288858351702","409.1234349400828,251.05479252322561,406.9131406447525,458.9036461493557"
"2.113785559035974,1.2886594251960577,1.7981641425771375,2.499344302431948","276.2604929775673,235.38484316215107,213.60515417539256,459.5748893235683"
"1.785524206424668,2.3036541882370747,1.8497408104728565,2.212533915608057","474.8809277184803,220.51454177736719,138.25272116783637,407.8434019075545"
"1.040765731316279,1.7673366893432103,1.964797840269848,1.678399854102041","228.57469323226002,330.0294484216321,485.3716964053122,245.4176659546993"
"1.6435326533213777,1.3046371867977884,1.2218493573984417,1.3696087425716934","412.7312082943213,200.25158822998026,326.44155585231283,421.8551746861574"
"1.322366142860028,2.2996816877800743,1.1701077584266781,2.3880263619894935","289.33724403586916,252.70754836657815,132.6665354627901,243.85287167950574"
"1.6069206787980979,2.0665540280314447,2.147226910614561,2.171176661971676","111.57736453605294,474.59794655320974,381.3508402929125,292.63785044182237"
"1.1852741473673878,1.25820517565699,2.113585257637986,1.5474677870117146","466.6819475961572,272.37545911815675,458.5355469615465,476.53046560570834"
"1.1511239753859213,1.1443460871384865,2.008254734140986,1.8677208692067242","124.56843969599171,242.08408919086418,358.2388032264334,296.3188318868255"
"2.338521879161869,1.9042833256594998,1.19041210355839,2.3260464497220825","216.8780991289567,346.97769157438654,458.02032571131576,132.20866033861495"
"1.3868236092171282,1.732302815122557,1.4897814284202595,1.61982681775264","212.01859845638515,123.79553726552462,186.3794257566386,289.6077991231699"
"1.72352010621873,1.819757773198649,2.1300567002364605,2.4491998221167424","241.73012202000385,488.56288244709407,397.7412324808445,291.24256085857843"
"1.6583097789975134,1.3388024067743924,1.6026747175289482,2.200322430422125","165.8803714658323,362.78352310967114,276.41068791486947,238.03802050178527"
"1.785121561641303,2.1591555570094023,1.8970407388768455,1.5681871687564237","330.4258377968636,221.3131876069619,492.49055322898545,388.95212836524354"
